date,price,volume
20200702,9178.4545751694,283530277.900803
20200701,9203.1969104577,207515981.657415
20200630,9166.0756429331,164777688.563972
20200629,9141.2123090708,232538227.424642
20200628,9084.6536362754,151384309.439907
20200627,9126.3188033767,220557099.668561
20200626,9199.5290982221,295778097.170706
20200625,9250.5815191953,356759022.941069
20200624,9445.4416560143,378732137.229985
20200623,9641.4911762348,232865163.090437
20200622,9492.5164052567,322031942.775433
20200621,9365.1331396057,99581282.199202
20200620,9316.2482955412,160706753.102475
20200619,9339.0520391817,230732704.233807
20200618,9413.3478878178,179771654.297294
20200617,9452.2486349818,258311572.934794
20200616,9504.4694493757,291295550.119858
20200615,9257.6541996484,521492936.912048
20200614,9413.7105495108,160020628.028268
20200613,9434.0266134015,135495731.1785
20200612,9419.5552800941,304977427.524515
20200611,9639.3419386903,748478790.097453
20200610,9787.5407819452,347735260.480408
20200609,9711.0614301506,302097080.092258
20200608,9723.7531858381,237894589.107805
20200607,9622.3518114052,309897392.2444
20200606,9638.5821696461,179027755.030815
20200605,9737.4089978593,318007298.301996
20200604,9698.7531785259,365450300.741631
20200603,9552.9205757054,286340290.848548
20200602,9852.7895663967,992823729.023146
20200601,9580.1895823876,630746026.758497
20200531,9542.2117497637,235234243.427991
20200530,9507.6723345482,305387441.03209
20200529,9451.7073604204,303048901.349082
20200528,9321.697163653,438730737.252459
20200527,9040.5511148131,316241289.852565
20200526,8874.6067004766,275779486.987255
20200525,8832.5901177586,325196725.837764
20200524,9126.0725980925,353961483.065049
20200523,9209.7417641191,178987062.695593
20200522,9127.6386533737,319401916.398256
20200521,9278.3994861562,690118040.671489
20200520,9668.9667807187,509200687.977956
20200519,9667.8441834225,447191227.457791
20200518,9713.7046834079,509146799.129778
20200517,9623.2368136813,424778113.470503
20200516,9402.5433329107,280651215.956081
20200515,9516.3446973426,674017105.242436
20200514,9580.9540335816,783672417.93945
20200513,9047.4706744619,435394998.189014
20200512,8781.8199803693,458915406.302736
20200511,8709.1470797592,1067765777.20591
20200510,8681.7785387938,1215521619.23917
20200509,9720.035322593,456067929.214135
20200508,9915.3742166582,736025908.589354
20200507,9486.7656851224,1066986725.14198
20200506,9159.4000895882,637280494.721285
20200505,8933.1877762265,410981947.565248
20200504,8773.0272770258,446005128.069955
20200503,8978.7994643157,436674862.411203
20200502,8877.1982925316,250066926.758212
20200501,8785.5764989388,486142629.767277
20200430,8886.5251932153,1179151181.15422
