ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,swing,vol
SPX,20160629,2042.69,2070.77,2073.13,2042.69,2036.09,34.68,1.7,1.5,691857.94
SPX,20160628,2006.67,2036.09,2036.09,2006.67,2000.54,35.55,1.78,1.47,718967.07
SPX,20160627,2031.45,2000.54,2031.45,1991.68,2037.41,-36.87,-1.81,1.95,882683.13
SPX,20160624,2103.81,2037.41,2103.81,2032.57,2113.32,-75.91,-3.59,3.37,1403897.0
SPX,20160623,2092.8,2113.32,2113.32,2092.8,2085.45,27.87,1.34,0.98,525308.13
SPX,20160622,2089.75,2085.45,2099.71,2084.36,2088.9,-3.45,-0.17,0.73,519438.0
SPX,20160621,2085.19,2088.9,2093.66,2083.02,2083.25,5.65,0.27,0.51,537087.88
SPX,20160620,2075.58,2083.25,2100.66,2075.58,2071.22,12.03,0.58,1.21,598149.88
SPX,20160617,2078.2,2071.22,2078.2,2062.84,2077.99,-6.77,-0.33,0.74,1301351.0
SPX,20160616,2066.36,2077.99,2079.62,2050.37,2071.5,6.49,0.31,1.41,552019.07
SPX,20160615,2077.6,2071.5,2085.65,2069.8,2075.32,-3.82,-0.18,0.76,575938.0
SPX,20160614,2076.65,2075.32,2081.3,2064.1,2079.06,-3.74,-0.18,0.83,576788.07
SPX,20160613,2091.75,2079.06,2098.12,2078.46,2096.07,-17.01,-0.81,0.94,564040.07
SPX,20160610,2109.57,2096.07,2109.57,2089.96,2115.48,-19.41,-0.92,0.93,552199.0
SPX,20160609,2115.65,2115.48,2117.64,2107.73,2119.12,-3.64,-0.17,0.47,482643.07
SPX,20160608,2112.71,2119.12,2120.55,2112.71,2112.13,6.99,0.33,0.37,496866.94
SPX,20160607,2110.18,2112.13,2119.22,2110.18,2109.41,2.72,0.13,0.43,536131.13
SPX,20160606,2100.83,2109.41,2113.36,2100.83,2099.13,10.28,0.49,0.6,532938.94
SPX,20160603,2104.07,2099.13,2104.07,2085.36,2105.26,-6.13,-0.29,0.89,568032.94
SPX,20160602,2097.71,2105.26,2105.26,2088.59,2099.33,5.93,0.28,0.79,628062.0
SPX,20160601,2093.94,2099.33,2100.97,2085.1,2096.96,2.37,0.11,0.76,556851.07
SPX,20160531,2100.13,2096.96,2103.48,2088.66,2099.06,-2.1,-0.1,0.71,904459.0
SPX,20160527,2090.06,2099.06,2099.06,2090.06,2090.1,8.96,0.43,0.43,508492.94
SPX,20160526,2091.44,2090.1,2094.3,2087.08,2090.54,-0.44,-0.02,0.35,474137.94
SPX,20160525,2078.93,2090.54,2094.73,2078.93,2076.06,14.48,0.7,0.76,561668.94
SPX,20160524,2052.65,2076.06,2079.67,2052.65,2048.04,28.02,1.37,1.32,557587.88
SPX,20160523,2052.23,2048.04,2055.58,2047.26,2052.32,-4.28,-0.21,0.41,524841.07
SPX,20160520,2041.88,2052.32,2058.35,2041.88,2040.04,12.28,0.6,0.81,697842.07
SPX,20160519,2044.21,2040.04,2044.21,2025.91,2047.63,-7.59,-0.37,0.89,589913.07
SPX,20160518,2044.38,2047.63,2060.61,2034.49,2047.21,0.42,0.02,1.28,558156.0
SPX,20160517,2065.04,2047.21,2065.69,2040.82,2066.66,-19.45,-0.94,1.2,686680.94
SPX,20160516,2046.53,2066.66,2071.88,2046.53,2046.61,20.05,0.98,1.24,567330.07
SPX,20160513,2062.5,2046.61,2066.79,2043.13,2064.11,-17.5,-0.85,1.15,567481.94
SPX,20160512,2067.17,2064.11,2073.99,2053.13,2064.46,-0.35,-0.02,1.01,588563.94
SPX,20160511,2083.29,2064.46,2083.29,2064.46,2084.39,-19.93,-0.96,0.9,580138.94
SPX,20160510,2062.63,2084.39,2084.87,2062.63,2058.69,25.7,1.25,1.08,520435.07
SPX,20160509,2057.55,2058.69,2064.15,2054.31,2057.14,1.55,0.08,0.48,557448.0
SPX,20160506,2047.77,2057.14,2057.72,2039.45,2050.63,6.51,0.32,0.89,588440.94
SPX,20160505,2052.95,2050.63,2060.23,2045.77,2051.12,-0.49,-0.02,0.7,596257.07
SPX,20160504,2060.3,2051.12,2060.3,2045.55,2063.37,-12.25,-0.59,0.71,626803.94
SPX,20160503,2077.18,2063.37,2077.18,2054.89,2081.43,-18.06,-0.87,1.07,635556.88
SPX,20160502,2067.17,2081.43,2083.42,2066.11,2065.3,16.13,0.78,0.84,604121.13
SPX,20160429,2071.82,2065.3,2073.85,2052.28,2075.81,-10.51,-0.51,1.04,887326.88
SPX,20160428,2090.93,2075.81,2099.3,2071.62,2095.15,-19.34,-0.92,1.32,689220.0
SPX,20160427,2092.33,2095.15,2099.89,2082.31,2091.7,3.45,0.16,0.84,672757.07
SPX,20160426,2089.84,2091.7,2096.87,2085.8,2087.79,3.91,0.19,0.53,598554.94
SPX,20160425,2089.37,2087.79,2089.37,2077.52,2091.58,-3.79,-0.18,0.57,544779.07
SPX,20160422,2091.49,2091.58,2094.32,2081.2,2091.48,0.1,0.0,0.63,705982.94
SPX,20160421,2102.09,2091.48,2103.78,2088.52,2102.4,-10.92,-0.52,0.73,651246.13
SPX,20160420,2101.52,2102.4,2111.05,2096.32,2100.8,1.6,0.08,0.7,604654.07
SPX,20160419,2096.05,2100.8,2104.05,2091.68,2094.34,6.46,0.31,0.59,590323.0
SPX,20160418,2078.83,2094.34,2094.66,2073.65,2080.73,13.61,0.65,1.01,547243.88
SPX,20160415,2083.1,2080.73,2083.22,2076.31,2082.78,-2.05,-0.1,0.33,693553.94
SPX,20160414,2082.89,2082.78,2087.84,2078.13,2082.42,0.36,0.02,0.47,563107.94
SPX,20160413,2065.92,2082.42,2083.18,2065.92,2061.72,20.7,1.0,0.84,630914.07
SPX,20160412,2043.72,2061.72,2065.05,2039.74,2041.99,19.73,0.97,1.24,590856.94
SPX,20160411,2050.23,2041.99,2062.93,2041.88,2047.6,-5.61,-0.27,1.03,586553.94
SPX,20160408,2045.54,2047.6,2060.63,2041.69,2041.91,5.69,0.28,0.93,534860.13
SPX,20160407,2063.01,2041.91,2063.01,2033.8,2066.66,-24.75,-1.2,1.41,618277.13
SPX,20160406,2045.56,2066.66,2067.33,2043.09,2045.17,21.49,1.05,1.19,581198.0
SPX,20160405,2062.5,2045.17,2062.5,2042.56,2066.13,-20.96,-1.01,0.97,666163.07
SPX,20160404,2073.19,2066.13,2074.02,2062.57,2072.78,-6.65,-0.32,0.55,532705.07
SPX,20160401,2056.62,2072.78,2075.07,2043.98,2059.74,13.04,0.63,1.51,655021.0
SPX,20160331,2063.77,2059.74,2067.92,2057.46,2063.95,-4.21,-0.2,0.51,636510.0
SPX,20160330,2058.27,2063.95,2072.21,2058.27,2055.01,8.94,0.44,0.68,511409.94
SPX,20160329,2035.75,2055.01,2055.91,2028.31,2037.05,17.96,0.88,1.35,571883.07
SPX,20160328,2037.89,2037.05,2042.67,2031.96,2035.94,1.11,0.05,0.53,460626.94
SPX,20160324,2032.48,2035.94,2036.04,2022.49,2036.71,-0.77,-0.04,0.67,600131.13
SPX,20160323,2048.55,2036.71,2048.55,2034.86,2049.8,-13.09,-0.64,0.67,542134.07
SPX,20160322,2048.64,2049.8,2056.6,2040.57,2051.6,-1.8,-0.09,0.78,555485.13
SPX,20160321,2047.88,2051.6,2053.91,2043.14,2049.58,2.02,0.1,0.53,535576.88
SPX,20160318,2041.16,2049.58,2052.36,2041.16,2040.59,8.99,0.44,0.55,1743158.0
SPX,20160317,2026.9,2040.59,2046.24,2022.16,2027.22,13.37,0.66,1.19,661762.94
SPX,20160316,2014.24,2027.22,2032.02,2010.04,2015.93,11.29,0.56,1.09,617670.88
SPX,20160315,2015.27,2015.93,2015.94,2005.23,2019.64,-3.71,-0.18,0.53,529502.94
SPX,20160314,2019.27,2019.64,2024.57,2012.05,2022.19,-2.55,-0.13,0.62,546841.07
SPX,20160311,1994.71,2022.19,2022.37,1994.71,1989.57,32.62,1.64,1.39,641711.94
SPX,20160310,1990.97,1989.57,2005.08,1969.25,1989.26,0.31,0.02,1.8,665444.07
SPX,20160309,1981.44,1989.26,1992.69,1979.84,1979.26,10.0,0.51,0.65,608081.07
SPX,20160308,1996.88,1979.26,1996.88,1977.43,2001.76,-22.5,-1.12,0.97,699805.94
SPX,20160307,1996.11,2001.76,2006.12,1989.38,1999.99,1.77,0.09,0.84,654455.07
SPX,20160304,1994.01,1999.99,2009.13,1986.77,1993.4,6.59,0.33,1.12,782584.0
SPX,20160303,1985.6,1993.4,1993.69,1977.37,1986.45,6.95,0.35,0.82,667829.13
SPX,20160302,1976.6,1986.45,1986.51,1968.8,1978.35,8.1,0.41,0.9,680819.07
SPX,20160301,1937.09,1978.35,1978.35,1937.09,1932.23,46.12,2.39,2.14,742687.0
SPX,20160229,1947.13,1932.23,1958.27,1931.81,1948.05,-15.82,-0.81,1.36,849487.07
SPX,20160226,1954.95,1948.05,1962.96,1945.78,1951.7,-3.65,-0.19,0.88,669969.0
SPX,20160225,1931.87,1951.7,1951.83,1925.41,1929.8,21.9,1.13,1.37,590047.13
SPX,20160224,1917.56,1929.8,1932.08,1891.0,1921.27,8.53,0.44,2.14,662291.0
SPX,20160223,1942.38,1921.27,1942.38,1919.44,1945.5,-24.23,-1.25,1.18,626779.07
SPX,20160222,1924.44,1945.5,1946.7,1924.44,1917.78,27.72,1.45,1.16,663512.94
SPX,20160219,1916.74,1917.78,1918.78,1902.17,1917.83,-0.05,0.0,0.87,862747.07
SPX,20160218,1927.57,1917.83,1930.0,1915.09,1926.82,-8.99,-0.47,0.77,729872.07
SPX,20160217,1898.8,1926.82,1930.68,1898.8,1895.58,31.24,1.65,1.68,818657.94
SPX,20160216,1871.44,1895.58,1895.77,1871.44,1864.78,30.8,1.65,1.3,840930.94
SPX,20160212,1833.4,1864.78,1864.78,1833.4,1829.08,35.7,1.95,1.72,803668.94
SPX,20160211,1847.0,1829.08,1847.0,1810.1,1851.86,-22.78,-1.23,1.99,959312.0
SPX,20160210,1857.1,1851.86,1881.6,1850.32,1852.21,-0.35,-0.02,1.69,765063.0
SPX,20160209,1848.46,1852.21,1868.25,1834.94,1853.44,-1.23,-0.07,1.8,847334.94
SPX,20160208,1873.25,1853.44,1873.25,1828.46,1880.05,-26.61,-1.42,2.38,1012893.1
SPX,20160205,1913.07,1880.05,1913.07,1872.65,1915.45,-35.4,-1.85,2.11,866331.07
SPX,20160204,1911.67,1915.45,1927.35,1900.52,1912.53,2.92,0.15,1.4,865531.0
SPX,20160203,1907.07,1912.53,1918.01,1872.23,1903.03,9.5,0.5,2.41,893685.07
SPX,20160202,1935.26,1903.03,1935.26,1897.29,1939.38,-36.35,-1.87,1.96,788014.88
SPX,20160201,1936.94,1939.38,1947.2,1920.3,1940.24,-0.86,-0.04,1.39,714147.94
SPX,20160129,1894.0,1940.24,1940.24,1894.0,1893.36,46.88,2.48,2.44,1218351.0
SPX,20160128,1885.22,1893.36,1902.96,1873.65,1882.95,10.41,0.55,1.56,820295.88
SPX,20160127,1902.52,1882.95,1916.99,1872.7,1903.63,-20.68,-1.09,2.33,801305.94
SPX,20160126,1878.79,1903.63,1906.73,1878.79,1877.08,26.55,1.41,1.49,695956.07
SPX,20160125,1906.28,1877.08,1906.28,1875.97,1906.9,-29.82,-1.56,1.59,760930.94
SPX,20160122,1877.4,1906.9,1908.85,1877.4,1868.99,37.91,2.03,1.68,809147.0
SPX,20160121,1861.46,1868.99,1889.85,1848.98,1859.33,9.66,0.52,2.2,853633.07
SPX,20160120,1876.18,1859.33,1876.18,1812.29,1881.33,-22.0,-1.17,3.4,1078051.0
SPX,20160119,1888.66,1881.33,1901.44,1864.6,1880.33,1.0,0.05,1.96,876358.88
SPX,20160115,1916.68,1880.33,1916.68,1857.83,1921.84,-41.51,-2.16,3.06,1194942.0
SPX,20160114,1891.68,1921.84,1934.47,1878.93,1890.28,31.56,1.67,2.94,920304.94
SPX,20160113,1940.34,1890.28,1950.33,1886.41,1938.68,-48.4,-2.5,3.3,874564.94
SPX,20160112,1927.83,1938.68,1947.38,1914.35,1923.67,15.01,0.78,1.72,759188.94
SPX,20160111,1926.12,1923.67,1935.65,1901.1,1922.03,1.64,0.09,1.8,775646.0
SPX,20160108,1945.97,1922.03,1960.4,1918.46,1943.09,-21.06,-1.08,2.16,800798.13
SPX,20160107,1985.32,1943.09,1985.32,1938.83,1990.26,-47.17,-2.37,2.34,860517.07
SPX,20160106,2011.71,1990.26,2011.71,1979.05,2016.71,-26.45,-1.31,1.62,734820.07
SPX,20160105,2013.78,2016.71,2021.94,2004.17,2012.66,4.05,0.2,0.88,619260.0
SPX,20160104,2038.2,2012.66,2038.2,1989.68,2043.94,-31.28,-1.53,2.37,802072.0
SPX,20151231,2060.59,2043.94,2062.54,2043.62,2063.36,-19.42,-0.94,0.92,482595.94
SPX,20151230,2077.34,2063.36,2077.34,2061.97,2078.36,-15.0,-0.72,0.74,334631.13
SPX,20151229,2060.54,2078.36,2081.56,2060.54,2056.5,21.86,1.06,1.02,379027.13
SPX,20151228,2057.77,2056.5,2057.77,2044.2,2060.99,-4.49,-0.22,0.66,367737.07
SPX,20151224,2063.52,2060.99,2067.36,2058.73,2064.29,-3.3,-0.16,0.42,250570.0
SPX,20151223,2042.2,2064.29,2064.73,2042.2,2038.97,25.32,1.24,1.1,545190.94
SPX,20151222,2023.15,2038.97,2042.74,2020.49,2021.15,17.82,0.88,1.1,546862.07
SPX,20151221,2010.27,2021.15,2022.9,2005.93,2005.55,15.6,0.78,0.85,610293.94
SPX,20151218,2040.81,2005.55,2040.81,2005.33,2041.89,-36.34,-1.78,1.74,1811569.0
SPX,20151217,2073.76,2041.89,2076.37,2041.66,2073.07,-31.18,-1.5,1.67,646284.94
SPX,20151216,2046.5,2073.07,2076.72,2042.43,2043.41,29.66,1.45,1.68,680650.88
SPX,20151215,2025.55,2043.41,2053.87,2025.55,2021.94,21.47,1.06,1.4,689853.0
SPX,20151214,2013.37,2021.94,2022.92,1993.26,2012.37,9.57,0.48,1.47,771571.07
SPX,20151211,2047.27,2012.37,2047.27,2008.8,2052.23,-39.86,-1.94,1.87,718417.0
SPX,20151210,2047.93,2052.23,2067.65,2045.67,2047.62,4.61,0.23,1.07,597997.07
SPX,20151209,2061.17,2047.62,2080.33,2036.53,2063.59,-15.97,-0.77,2.12,719904.07
SPX,20151208,2073.39,2063.59,2073.85,2052.32,2077.07,-13.48,-0.65,1.04,666623.07
SPX,20151207,2090.42,2077.07,2090.42,2066.78,2091.69,-14.62,-0.7,1.13,639168.94
SPX,20151204,2051.24,2091.69,2093.84,2051.24,2049.62,42.07,2.05,2.08,740000.0
SPX,20151203,2080.71,2049.62,2085.0,2042.35,2079.51,-29.89,-1.44,2.05,749533.94
SPX,20151202,2101.71,2079.51,2104.27,2077.11,2102.63,-23.12,-1.1,1.29,615433.13
SPX,20151201,2082.93,2102.63,2103.37,2082.93,2080.41,22.22,1.07,0.98,591053.0
SPX,20151130,2090.95,2080.41,2093.81,2080.41,2090.11,-9.7,-0.46,0.64,818038.07
SPX,20151127,2088.82,2090.11,2093.29,2084.13,2088.87,1.24,0.06,0.44,240297.0
SPX,20151125,2089.3,2088.87,2093.0,2086.3,2089.14,-0.27,-0.01,0.32,440227.07
SPX,20151124,2084.42,2089.14,2094.12,2070.29,2086.59,2.55,0.12,1.14,607006.13
SPX,20151123,2089.41,2086.59,2095.61,2081.39,2089.17,-2.58,-0.12,0.68,571414.07
SPX,20151120,2082.82,2089.17,2097.06,2082.82,2081.24,7.93,0.38,0.68,689172.13
SPX,20151119,2083.7,2081.24,2086.74,2078.76,2083.58,-2.34,-0.11,0.38,536851.07
SPX,20151118,2051.99,2083.58,2085.31,2051.99,2050.44,33.14,1.62,1.63,608652.13
SPX,20151117,2053.67,2050.44,2066.69,2045.9,2053.19,-2.75,-0.13,1.01,677184.07
SPX,20151116,2022.08,2053.19,2053.22,2019.39,2023.04,30.15,1.49,1.67,607470.0
SPX,20151113,2044.64,2023.04,2044.64,2022.02,2045.97,-22.93,-1.12,1.11,652851.07
SPX,20151112,2072.29,2045.97,2072.29,2045.66,2075.0,-29.03,-1.4,1.28,573865.0
SPX,20151111,2083.41,2075.0,2086.94,2074.85,2081.72,-6.72,-0.32,0.58,511666.0
SPX,20151110,2077.19,2081.72,2083.67,2069.91,2078.58,3.14,0.15,0.66,564877.94
SPX,20151109,2096.56,2078.58,2096.56,2068.24,2099.2,-20.62,-0.98,1.35,664846.94
SPX,20151106,2098.6,2099.2,2101.91,2083.74,2099.93,-0.73,-0.03,0.87,661105.0
SPX,20151105,2101.68,2099.93,2108.78,2090.41,2102.31,-2.38,-0.11,0.87,589737.07
SPX,20151104,2110.6,2102.31,2114.59,2096.98,2109.79,-7.48,-0.35,0.83,615424.07
SPX,20151103,2102.63,2109.79,2116.48,2097.51,2104.05,5.74,0.27,0.9,588205.07
SPX,20151102,2080.76,2104.05,2106.2,2080.76,2079.36,24.69,1.19,1.22,579601.07
SPX,20151030,2090.0,2079.36,2094.32,2079.34,2089.41,-10.05,-0.48,0.72,789096.94
SPX,20151029,2088.35,2089.41,2092.52,2082.63,2090.35,-0.94,-0.04,0.47,549091.07
SPX,20151028,2066.48,2090.35,2090.35,2063.11,2065.89,24.46,1.18,1.32,660968.0
SPX,20151027,2068.75,2065.89,2070.37,2058.84,2071.18,-5.29,-0.26,0.56,650112.07
SPX,20151026,2075.08,2071.18,2075.14,2066.53,2075.15,-3.97,-0.19,0.41,602332.07
SPX,20151023,2058.19,2075.15,2079.74,2058.19,2052.51,22.64,1.1,1.05,745334.94
SPX,20151022,2021.88,2052.51,2055.2,2021.88,2018.94,33.57,1.66,1.65,786028.07
SPX,20151021,2033.47,2018.94,2037.97,2017.22,2030.77,-11.83,-0.58,1.02,610204.13
SPX,20151020,2033.13,2030.77,2039.12,2026.61,2033.66,-2.89,-0.14,0.62,563655.0
SPX,20151019,2031.73,2033.66,2034.45,2022.31,2033.11,0.55,0.03,0.6,600551.0
SPX,20151016,2024.37,2033.11,2033.54,2020.46,2023.86,9.25,0.46,0.65,711470.0
SPX,20151015,1996.47,2023.86,2024.15,1996.47,1994.24,29.62,1.49,1.39,671059.07
SPX,20151014,2003.66,1994.24,2009.56,1990.73,2003.69,-9.45,-0.47,0.94,629947.0
SPX,20151013,2015.0,2003.69,2022.34,2001.78,2017.46,-13.77,-0.68,1.02,567343.0
SPX,20151012,2015.65,2017.46,2018.66,2010.55,2014.89,2.57,0.13,0.4,464137.94
SPX,20151009,2013.73,2014.89,2020.13,2007.61,2013.43,1.46,0.07,0.62,623423.13
SPX,20151008,1994.01,2013.43,2016.5,1987.53,1995.83,17.6,0.88,1.45,604478.0
SPX,20151007,1982.34,1995.83,1999.31,1976.44,1979.92,15.91,0.8,1.16,735394.07
SPX,20151006,1986.63,1979.92,1991.62,1971.99,1987.05,-7.13,-0.36,0.99,679865.94
SPX,20151005,1954.33,1987.05,1989.17,1954.33,1951.36,35.69,1.83,1.79,725881.13
SPX,20151002,1921.77,1951.36,1951.36,1893.7,1923.82,27.54,1.43,3.0,763254.88
SPX,20151001,1919.65,1923.82,1927.21,1900.7,1920.03,3.79,0.2,1.38,676563.0
SPX,20150930,1887.14,1920.03,1920.53,1887.14,1884.09,35.94,1.91,1.77,848521.0
SPX,20150929,1881.9,1884.09,1899.48,1871.91,1881.77,2.32,0.12,1.47,735886.0
SPX,20150928,1929.18,1881.77,1929.18,1879.21,1931.34,-49.57,-2.57,2.59,776043.0
SPX,20150925,1935.93,1931.34,1952.89,1921.5,1932.24,-0.9,-0.05,1.62,691099.13
SPX,20150924,1934.81,1932.24,1937.17,1908.92,1938.76,-6.52,-0.34,1.46,715117.94
SPX,20150923,1943.24,1938.76,1949.52,1932.57,1942.74,-3.98,-0.2,0.87,505058.13
SPX,20150922,1961.39,1942.74,1961.39,1929.22,1966.97,-24.23,-1.23,1.64,692586.94
SPX,20150921,1960.84,1966.97,1979.64,1955.8,1958.03,8.94,0.46,1.22,570774.88
SPX,20150918,1989.66,1958.03,1989.66,1953.45,1990.2,-32.17,-1.62,1.82,1860981.0
SPX,20150917,1995.33,1990.2,2020.86,1986.73,1995.31,-5.11,-0.26,1.71,704674.07
SPX,20150916,1978.02,1995.31,1997.26,1977.93,1978.09,17.22,0.87,0.98,592020.0
SPX,20150915,1955.1,1978.09,1983.19,1954.3,1953.03,25.06,1.28,1.48,538205.07
SPX,20150914,1963.06,1953.03,1963.06,1948.27,1961.05,-8.02,-0.41,0.75,546552.0
SPX,20150911,1951.45,1961.05,1961.05,1939.19,1952.29,8.76,0.45,1.12,589037.13
SPX,20150910,1941.59,1952.29,1965.29,1937.19,1942.04,10.25,0.53,1.45,668617.94
SPX,20150909,1971.45,1942.04,1988.63,1937.88,1969.41,-27.37,-1.39,2.58,666980.94
SPX,20150908,1927.3,1969.41,1970.42,1927.3,1921.22,48.19,2.51,2.24,683168.0
SPX,20150904,1947.76,1921.22,1947.76,1911.21,1951.13,-29.91,-1.53,1.87,665449.94
SPX,20150903,1950.79,1951.13,1975.01,1944.72,1948.86,2.27,0.12,1.55,632699.0
SPX,20150902,1916.52,1948.86,1948.91,1916.52,1913.85,35.01,1.83,1.69,732830.07
SPX,20150901,1970.09,1913.85,1970.09,1903.07,1972.18,-58.33,-2.96,3.4,870125.0
SPX,20150831,1986.73,1972.18,1986.73,1965.98,1988.87,-16.69,-0.84,1.04,764740.94
SPX,20150828,1986.06,1988.87,1993.48,1975.19,1987.66,1.21,0.06,0.92,723483.88
SPX,20150827,1942.77,1987.66,1989.6,1942.77,1940.51,47.15,2.43,2.41,924279.07
SPX,20150826,1872.75,1940.51,1943.09,1872.75,1867.61,72.9,3.9,3.77,1028889.9
SPX,20150825,1898.08,1867.61,1948.04,1867.08,1893.21,-25.6,-1.35,4.28,1051285.0
SPX,20150824,1965.15,1893.21,1965.15,1867.01,1970.89,-77.68,-3.94,4.98,1333409.0
SPX,20150821,2034.08,1970.89,2034.08,1970.89,2035.73,-64.84,-3.19,3.1,1064386.0
SPX,20150820,2076.61,2035.73,2076.61,2035.73,2079.61,-43.88,-2.11,1.97,674625.0
SPX,20150819,2095.69,2079.61,2096.17,2070.53,2096.92,-17.31,-0.83,1.22,571230.94
SPX,20150818,2101.99,2096.92,2103.47,2094.14,2102.44,-5.52,-0.26,0.44,444210.94
SPX,20150817,2089.7,2102.44,2102.87,2079.3,2091.54,10.9,0.52,1.13,426042.0
SPX,20150814,2083.15,2091.54,2092.45,2080.61,2083.39,8.15,0.39,0.57,448636.0
SPX,20150813,2086.19,2083.39,2092.93,2078.26,2086.05,-2.66,-0.13,0.7,502475.13
SPX,20150812,2081.1,2086.05,2089.06,2052.09,2084.07,1.98,0.1,1.77,632320.07
SPX,20150811,2102.66,2084.07,2102.66,2076.49,2104.18,-20.11,-0.96,1.24,562080.07
SPX,20150810,2080.98,2104.18,2105.35,2080.98,2077.57,26.61,1.28,1.17,536951.88
SPX,20150807,2082.61,2077.57,2082.61,2067.91,2083.56,-5.99,-0.29,0.71,529686.07
SPX,20150806,2100.75,2083.56,2103.32,2075.53,2099.84,-16.28,-0.78,1.32,611689.94
SPX,20150805,2095.27,2099.84,2112.66,2095.27,2093.32,6.52,0.31,0.83,580780.0
SPX,20150804,2097.68,2093.32,2102.51,2088.6,2098.04,-4.72,-0.22,0.66,545885.0
SPX,20150803,2104.49,2098.04,2105.7,2087.31,2103.84,-5.8,-0.28,0.87,546235.13
SPX,20150731,2111.6,2103.84,2114.24,2102.07,2108.63,-4.79,-0.23,0.58,639716.07
SPX,20150730,2106.78,2108.63,2110.48,2094.97,2108.57,0.06,0.0,0.74,505302.0
SPX,20150729,2094.7,2108.57,2110.6,2094.08,2093.25,15.32,0.73,0.79,568110.13
SPX,20150728,2070.75,2093.25,2095.6,2069.09,2067.64,25.61,1.24,1.28,612199.0
SPX,20150727,2078.19,2067.64,2078.19,2063.52,2079.65,-12.01,-0.58,0.71,658424.07
SPX,20150724,2102.24,2079.65,2106.01,2077.09,2102.15,-22.5,-1.07,1.38,622862.07
SPX,20150723,2114.16,2102.15,2116.87,2098.63,2114.15,-12.0,-0.57,0.86,583756.13
SPX,20150722,2118.21,2114.15,2118.51,2110.0,2119.21,-5.06,-0.24,0.4,604850.13
SPX,20150721,2127.55,2119.21,2128.49,2115.4,2128.28,-9.07,-0.43,0.62,549092.07
SPX,20150720,2126.85,2128.28,2132.82,2123.65,2126.64,1.64,0.08,0.43,498063.0
SPX,20150717,2126.8,2126.64,2128.91,2119.88,2124.29,2.35,0.11,0.43,626054.94
SPX,20150716,2110.55,2124.29,2124.42,2110.55,2107.4,16.89,0.8,0.66,531489.0
SPX,20150715,2109.01,2107.4,2114.14,2102.49,2108.95,-1.55,-0.07,0.55,538810.07
SPX,20150714,2099.72,2108.95,2111.98,2098.18,2099.6,9.35,0.45,0.66,501242.94
SPX,20150713,2080.03,2099.6,2100.67,2080.03,2076.62,22.98,1.11,0.99,504047.13
SPX,20150710,2052.74,2076.62,2081.31,2052.74,2051.31,25.31,1.23,1.39,487491.94
SPX,20150709,2049.73,2051.31,2074.28,2049.73,2046.68,4.63,0.23,1.2,553570.07
SPX,20150708,2077.66,2046.68,2077.66,2044.66,2081.34,-34.66,-1.67,1.59,372275.88
SPX,20150707,2069.52,2081.34,2083.74,2044.02,2068.76,12.58,0.61,1.92,624382.07
SPX,20150706,2073.95,2068.76,2078.61,2058.4,2076.78,-8.02,-0.39,0.97,586209.0
SPX,20150702,2078.03,2076.78,2085.06,2071.02,2077.42,-0.64,-0.03,0.68,484439.94
SPX,20150701,2067.0,2077.42,2082.78,2067.0,2063.11,14.31,0.69,0.76,531751.0
SPX,20150630,2061.19,2063.11,2074.28,2056.32,2057.64,5.47,0.27,0.87,717670.88
SPX,20150629,2098.63,2057.64,2098.63,2056.64,2101.49,-43.85,-2.09,2.0,586955.07
SPX,20150626,2102.62,2101.49,2108.92,2095.38,2102.31,-0.82,-0.04,0.64,927539.07
SPX,20150625,2109.96,2102.31,2116.04,2101.78,2108.58,-6.27,-0.3,0.68,494345.94
SPX,20150624,2123.33,2108.58,2125.1,2108.58,2124.2,-15.62,-0.74,0.78,534019.07
SPX,20150623,2123.16,2124.2,2128.03,2119.89,2122.85,1.35,0.06,0.38,453115.0
SPX,20150622,2112.5,2122.85,2129.87,2112.5,2109.99,12.86,0.61,0.82,468228.0
SPX,20150619,2121.03,2109.99,2121.64,2109.38,2121.24,-11.25,-0.53,0.58,1255422.0
SPX,20150618,2101.58,2121.24,2126.65,2101.58,2100.44,20.8,0.99,1.19,544428.0
SPX,20150617,2097.4,2100.44,2106.79,2088.86,2096.29,4.15,0.2,0.86,480804.94
SPX,20150616,2084.26,2096.29,2097.4,2082.1,2084.43,11.86,0.57,0.73,410709.94
SPX,20150615,2091.34,2084.43,2091.34,2072.49,2094.11,-9.68,-0.46,0.9,504787.13
SPX,20150612,2107.43,2094.11,2107.43,2091.33,2108.86,-14.75,-0.7,0.76,449502.94
SPX,20150611,2106.24,2108.86,2115.02,2106.24,2105.2,3.66,0.17,0.42,529773.94
SPX,20150610,2081.12,2105.2,2108.5,2081.12,2080.15,25.05,1.2,1.32,507554.94
SPX,20150609,2079.07,2080.15,2085.62,2072.14,2079.28,0.87,0.04,0.65,488823.0
SPX,20150608,2092.34,2079.28,2093.01,2079.11,2092.83,-13.55,-0.65,0.66,488323.0
SPX,20150605,2095.09,2092.83,2100.99,2085.67,2095.84,-3.01,-0.14,0.73,559311.07
SPX,20150604,2112.35,2095.84,2112.89,2093.23,2114.07,-18.23,-0.86,0.93,521556.88
SPX,20150603,2110.64,2114.07,2121.92,2109.61,2109.6,4.47,0.21,0.58,464527.13
SPX,20150602,2110.41,2109.6,2117.59,2099.14,2111.73,-2.13,-0.1,0.87,471166.0
