ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
000001.SH,19941017,616.34,617.9,633.16,615.5,663.75,-47.41,-7.1427,1350710.0,1028189.538
000001.SH,19941014,663.75,608.07,666.92,593.05,635.38,28.37,4.465,3270027.0,2721504.435
000001.SH,19941013,635.38,706.76,706.76,634.67,711.01,-75.63,-10.637,3638977.0,2532816.599
000001.SH,19941012,711.01,712.39,725.67,706.56,705.07,5.94,0.8425,2136533.0,1775087.991
000001.SH,19941011,705.07,712.03,721.66,700.02,698.93,6.14,0.8785,2284055.0,1991256.9
000001.SH,19941010,698.93,678.02,727.47,665.74,738.03,-39.1,-5.2979,5216786.0,4840296.417
000001.SH,19941007,738.03,638.32,759.8,546.79,660.5,77.53,11.7381,6343069.0,5041046.896
000001.SH,19941006,660.5,731.65,736.29,659.89,706.42,-45.92,-6.5004,2837029.0,2302783.307
000001.SH,19941005,706.42,770.9,775.85,681.87,791.15,-84.73,-10.7097,3261098.0,2810026.601
000001.SH,19940930,791.15,811.83,835.5,789.64,839.37,-48.22,-5.7448,3668769.0,3295479.205
000001.SH,19940929,839.37,921.81,922.29,823.05,912.38,-73.01,-8.0021,3624128.0,3758015.22
000001.SH,19940928,912.38,881.14,913.29,881.14,870.15,42.23,4.8532,3719895.0,3585119.298
000001.SH,19940927,870.15,880.69,886.96,865.24,880.6,-10.45,-1.1867,2366061.0,2479185.918
000001.SH,19940926,880.6,856.17,884.27,844.32,867.65,12.95,1.4925,2765866.0,2746748.822
000001.SH,19940923,867.65,908.75,912.95,865.93,918.44,-50.79,-5.53,4166424.0,4052413.193
000001.SH,19940922,918.44,974.21,974.25,913.94,969.03,-50.59,-5.2207,4560400.0,4723348.844
000001.SH,19940921,969.03,928.75,969.03,928.75,914.39,54.64,5.9756,3536784.0,3698107.896
000001.SH,19940920,914.39,922.8,933.28,897.38,927.62,-13.23,-1.4262,3326539.0,3181837.508
000001.SH,19940919,927.62,944.25,970.06,925.83,978.99,-51.37,-5.2472,4141982.0,3785485.116
000001.SH,19940916,978.99,983.79,992.39,953.99,972.54,6.45,0.6632,5237974.0,5216457.276
000001.SH,19940915,972.54,985.33,991.12,930.62,974.86,-2.32,-0.238,4641504.0,5004640.071
000001.SH,19940914,974.86,1040.95,1041.43,970.69,1033.47,-58.61,-5.6712,8062620.0,7864359.196
000001.SH,19940913,1033.47,1036.84,1052.94,1025.1,1019.97,13.5,1.3236,10204500.0,11398095.772
000001.SH,19940912,1019.97,996.68,1023.3,981.81,962.52,57.45,5.9687,8087496.0,9068938.162
000001.SH,19940909,962.52,982.43,997.67,950.81,972.84,-10.32,-1.0608,8833818.0,9218570.761
000001.SH,19940908,972.84,967.9,998.55,937.26,931.57,41.27,4.4302,7921545.0,9731151.866
000001.SH,19940907,931.57,977.3,1016.38,919.84,1004.92,-73.35,-7.2991,11867308.0,12793026.985
000001.SH,19940906,1004.92,973.28,1008.01,936.81,940.61,64.31,6.8371,14313953.0,15753656.948
000001.SH,19940905,940.61,871.16,940.76,868.15,830.18,110.43,13.3019,18384264.0,14907976.123
000001.SH,19940902,830.18,796.69,830.2,796.69,790.19,39.99,5.0608,6685557.0,6524260.577
000001.SH,19940901,790.19,785.61,813.42,785.56,785.33,4.86,0.6188,8635737.0,7930486.027
000001.SH,19940831,785.33,771.33,787.22,761.93,756.2,29.13,3.8522,10734819.0,9438548.861
000001.SH,19940830,756.2,715.45,763.07,715.45,710.68,45.52,6.4051,8119895.0,7812270.453
000001.SH,19940829,710.68,716.87,717.95,706.52,707.41,3.27,0.4622,3753917.0,3713521.735
